id,観点,名前,普通なら,ここでは,効く理由,CSS,使う場所,効き,手間,出典
rule/lines-in-the-margin,罫と枠,余白は囲わず、切れっぱなしの細線で埋める,余白は空けたままにするか、薄い装飾パターンを敷いて埋める,主役の背後に1px幅の45°斜線を3本、長さと色（濃グレー／ベージュ／赤茶）を変えて平行に走らせ、両端は唐突に途切れさせる。囲いでないので張力だけが残る。円やロゴの外には接線のような110pxの細線を rotate(-38deg) で1本引き、端に小さな四芒星を1つ添えて余白の空きすぎを止める。人物や場所が主役なら、塗り無し・線幅1pxの手描き線画（ブランコ、木、落書き）を余白に散らし、写真の中身の続きを余白に描く。,線が途中で切れていると囲いにならず、静止した面に速度と張力だけが足される,".slash{position:absolute;width:180px;height:1px;background:#3b3a35;transform:rotate(-45deg);z-index:0}
.slash:nth-child(2){background:#b9ad86;width:140px}
.slash:nth-child(3){background:#c46a5a;width:96px}
/* 接線＋星 */
.ph-wrap::before{content:"""";position:absolute;right:-6%;top:12%;width:110px;height:1px;background:#c9ad6a;rotate:-38deg}
.spark::after{content:""✦"";color:#c9ad6a;font-size:11px;position:absolute;left:8%;bottom:6%}
/* 手描き線画 */
.doodle{position:absolute;stroke:#222;stroke-width:1;fill:none;vector-effect:non-scaling-stroke}
.doodle.swing{left:6%;bottom:8%;width:14%}
.doodle.gym{right:8%;top:12%;width:18%}",voice member hero value,2,2,tanq_s10 musashino_s08 meisei-kg_s07
rule/notched-divider,罫と枠,区切り罫の中央だけを折ってV字にし、罫に「下へ」の方向を持たせる,ブロックの間はまっすぐな1pxの水平罫か、余白だけで区切る,水平罫が幅の中央の1点だけ下へ8〜9px折れ、幅18pxの三角の切り欠きになる。吹き出しの尻尾のように「この下に続く」を罫自身が言うので、矢印アイコンも誘導文も要らない。ラベルと見出しの間、説明文とプラン行の間など、分けたいが切り離したくない所に使う。,罫が「切る」記号から「下へ導く」記号に変わるので、上下が別ブロックに割れずに分節できる,"<svg viewBox=""0 0 240 12"" width=""240"" aria-hidden=""true""><path d=""M0 2H108l12 8 12-8h108"" fill=""none"" stroke=""#3b3a35"" stroke-width=""1""/></svg>
/* CSSだけで作る場合 */
.sep{border-top:1px solid #d8dde3;position:relative}
.sep::after{content:"""";position:absolute;left:50%;top:-1px;translate:-50% 0;width:18px;height:9px;background:#fff;clip-path:polygon(0 0,100% 0,50% 100%);border-left:1px solid #d8dde3;border-right:1px solid #d8dde3}",price features value voice,2,2,tanq_s08 tanq_s10
shape/arch-top-only,かたち,写真の上辺だけを弧にする（浅い天幕〜半円アーチ）,写真は四隅一律の角丸8〜16pxの長方形で置く,左右と下辺は直線のまま、上辺だけを弧にする。浅い型は幅380pxに対し中央の起伏12px（垂直半径14%）の天幕型、強い型は幅の半分以上を半径にした半円アーチ（垂直半径42〜48%・比率3:4の縦長）。人物サムネは下端を72%からマスクグラデで地色へ溶かし輪郭を消す。周囲がスクエアな写真群なら1枚だけアーチにすると説明なしで主役が決まる。,上辺の弧が建築の開口部を思わせ、額縁も影も足さずに写真の格が上がる,"/* 浅い天幕：起伏12px / 幅380px */
.photo{border-radius:50% 50% 0 0 / 14% 14% 0 0;overflow:hidden}
/* 半円アーチ：人物サムネ */
.photo--arch{aspect-ratio:3/4;border-radius:9999px 9999px 0 0 / 45% 45% 0 0;overflow:hidden}
/* 下端を地に溶かして枠を消す */
.photo--fade{-webkit-mask-image:linear-gradient(#000 72%,transparent);mask-image:linear-gradient(#000 72%,transparent)}
/* 弧を作り込む場合（固定幅） */
.photo--path{clip-path:path(""M0,14 Q190,-2 380,14 L380,165 L0,165 Z"")}",hero member value access gallery,3,1,yugao_s01 yugao_s06 yugao_s10 sanrio_s01 sanrio_s06
shape/circle-as-container,かたち,テキストの器を矩形カードでなく正円にする,3カラムの白い角丸カード（影付き）に見出しと本文を入れる,直径185pxの白い正円を3つ並べ、囲みは1pxのヘアライン1本のみ、影も塗りの段差もなし。テキストは円の中に中央揃え。イラストを入れる場合は腕やノートPCを円の縁で断ち切る。住所・営業情報のように情報量が多い時は円を版面の4割（46vw）まで大きくし、左端を画面外へ抜いて中身は左揃えで流し込む。,円は行末が自然に短くなるので中央揃えの3行が収まりよく見え、事務情報の面まで絵として成立する,".circle{width:min(30vw,320px);aspect-ratio:1;border-radius:50%;background:#fff;
        border:1px solid #C9B98A;box-shadow:none;
        display:grid;place-content:center;text-align:center;padding:8%}
/* 情報量が多いとき：大円＋左端を画面外へ、中は左揃え */
.info{width:46vw;aspect-ratio:1;border-radius:50%;margin-left:-7vw;color:#fff;
      background:radial-gradient(120% 120% at 30% 20%,#26405f,#152a44);
      display:flex;align-items:center;padding-left:16%}
/* イラストを円の縁で断つ */
.node{position:relative;width:190px;aspect-ratio:1;border-radius:50%;overflow:hidden}
.node img{position:absolute;inset:0;width:100%;height:100%;object-fit:cover;object-position:top}",features value access price,3,1,musashino_s07 sho_kimini_s05 ogawa_s12
shape/cutout-on-color,かたち,背景を抜いた人物を濃い色面に枠なしで直置きし、下端を水平に断つ,色面の上に角丸の矩形写真をカードとして左右に配置する,深いワインレッド(#7a2b30)や臙脂(#7F3033)の全面ベタに、背景透過の子どもの写真だけを置く。枠・角丸・影・フィルタは一切なし。胴体の途中（腰の上）で水平にスパッと直線カットして半身にし、色面の下端に立たせる。,矩形が消えることで写真が「素材」でなく「その場にいる人」として読める,"section{background:#7a2b30;position:relative;overflow:hidden}
section .cut{position:absolute;bottom:0;border-radius:0;box-shadow:none;filter:none}
/* 素材側で輪郭を切り抜き＋下辺だけ水平カットしたPNGを使う。CSSの矩形マスクは併用しない */",hero value features member,3,1,meisei-kg_s03 meisei-es_s02
shape/full-side-arc,かたち,一辺まるごとを高さいっぱいの弧で削る（D字・レンズ・地紙）,写真は角丸8〜16pxの長方形でコンテナ内に収める,写真の内側の一辺だけを高さ級の半径の半楕円で削り、反対の辺は画面端で断ち落とす。上下の直角は弧に吸収され、直角が1つも残らない。D字型（右辺だけ完全な半円＝半径は高さの半分約100px、左辺は角丸24px）を4枚同じ向きで並べると、罫も枠もないのに1本の帯として読める。,直線の一辺が消えるだけでレイアウトの直交感が抜け、写真が面として呼吸する,"/* レンズ／地紙型：左辺が弧、右辺は画面外へ */
figure{width:calc(50vw + 80px);margin-right:calc(50% - 50vw);
       border-radius:50% 0 0 50%/50% 0 0 50%;overflow:hidden}
/* D字：右辺だけ完全な半円 */
.d{border-radius:24px 9999px 9999px 24px / 24px 50% 50% 24px;overflow:hidden}
.d img{width:100%;height:100%;object-fit:cover;object-position:left center} /* 弧側で被写体が削れる */",value features member access gallery,3,1,koran_s05 koran_s07 r-reha_s07 ogawa_s13
shape/offset-backing,かたち,同じ形をもう1枚、背後にずらして敷く（背表紙・版ズレ・ゴースト）,カードは1枚で完結させ、分類色は上端か左端のボーダーで示す,"3段階で使い分ける。①背表紙＝白カードの左に、上下6pxずつはみ出す角丸の色面を-10pxずらして敷く。②版ズレ＝写真と同じマスクの色ベタを translate(6px,10px) で背面に置く／円形写真なら1pxの金の円弧を inset:-14px で中心を6pxずらし、左下と右上でだけ外へ出す。③ゴースト＝同じマスク形状を約1.8倍に拡大し、背景との差5階調だけの面として画面の上辺・左辺で断ち落とす。",わずかなズレは手仕事・刷り物の手触りになり、拡大したエコーは異形マスクが思いつきでなく設計だと伝える,"/* ①背表紙 */
.card{position:relative;background:#fff;border-radius:14px;box-shadow:0 6px 18px rgba(0,0,0,.06)}
.card::before{content:"""";position:absolute;left:-10px;top:-6px;bottom:-6px;width:22px;
              border-radius:12px 0 0 12px;background:#6E7FB0;z-index:-1}
/* ②版ズレ／二重輪郭 */
.ph{position:relative;border-radius:50%;overflow:hidden}
.ph-wrap::after{content:'';position:absolute;inset:-14px;border:1px solid #c9ad6a;
                border-radius:50%;translate:-6px 6px;pointer-events:none}
.ghost{position:absolute;inset:0;background:#5f9c52;transform:translate(6px,10px);z-index:-1}
/* ③背景エコー（本体と同じ半径を拡大して敷く） */
.echo{position:absolute;top:-60px;left:-40px;width:460px;height:260px;background:#f3f4f6;
      border-radius:24px 9999px 9999px 24px / 24px 50% 50% 24px;z-index:0}",features voice member value news,3,1,linie_s07 kase_s01 musashino_s08 tanq_s10 r-reha_s07 meisei-kg_s10
shape/one-corner-mega,かたち,四隅のうち1隅だけを極端に丸め、残り3隅は直角のまま,四隅を8〜16pxで均等に丸め、影を付ける,カードは左下だけ半径40px、写真は右側の角だけ半径72px、セクションの白パネルは右上だけ半径200px（720px幅換算）で地の青が三角状に覗く。列内は同じ向きで揃え、影は付けない。反対側の辺は画面外へ断ち落として非対称を強める。,角丸の非対称が「めくれた紙」「載っている板」の方向を示し、枠線も影も足さずに面が浮く,".card{border-radius:0 0 0 40px;box-shadow:none;padding:24px 28px}          /* 左下だけ */
.photo{border-radius:0 72px 72px 0;width:63%;margin-left:calc(50% - 50vw);object-fit:cover} /* 右だけ大R＋左は画面外 */
.panel{background:#fff;border-radius:0 200px 0 0}                          /* 極大R */
section{background:#1F7FA0}                                               /* 削れた角に地色が三角で覗く */",features value price access news hero,3,1,kobe-wu_s04 kobe-wu_s09 ogawa_s05 ogawa_s13
shape/signature-mask-repeat,かたち,異形マスクを1つに決めてページ中で反復し、段ごとに左右反転する,交互レイアウトは写真とテキストの左右を入れ替えるだけで、形は角丸長方形のまま,弧・六角形・カプセル・楕円・吹き出しから「このページの形」を1つ決め、ヒーローから声・サムネ・テキストカードまで同じ形で抜く。交互配置の段では同じ形を鏡像にして使う（奇数段は左辺が弧、偶数段は右辺が弧）。形はCSS変数に持たせて全要素で使い回す。テーマと形を一致させると（声＝吹き出し）コピーを足さずに主題が伝わる。,同じ形が3回以上出ると「思いつき」でなくページの文法になり、罫も飾りも足さずに全体が締まる,":root{
  --mask-l:50% 0 0 50%/50% 0 0 50%;
  --mask-r:0 50% 50% 0/0 50% 50% 0;
  --hex:polygon(50% 0,100% 25%,100% 75%,50% 100%,0 75%,0 25%);
  --caps:58px/46px;                       /* 縦長カプセル 115x175px 用 */
}
.row:nth-child(odd)  figure{border-radius:var(--mask-l);margin-right:calc(50% - 50vw)}
.row:nth-child(even) figure{border-radius:var(--mask-r);margin-left:calc(50% - 50vw)}
.card,.thumb,.avatar{clip-path:var(--hex)}
.oval{clip-path:ellipse(50% 50% at 50% 50%);aspect-ratio:1.35/1}
.pill{border-radius:var(--caps);overflow:hidden;box-shadow:0 0 0 6px #fff}",value features voice member gallery,3,1,koran_s06 koran_s08 r-reha_s07 tanq_s07 tanq_s10 linie_s11 gakugei_s01 sanrio_s06 meisei-kg_s07 meisei-es_s07
shape/tilt-stack,かたち,写真を±数度で逆向きに傾け、角を重ねて階段状に組む,写真は水平のまま等間隔のグリッドに並べる（傾けるとしても全部同じ向き）,角丸14pxの写真を2枚1組にし、-4度と+3度で逆向きに傾ける。上の1枚の右下角と下の1枚の左上角を数十px重ねて階段状にずらす。左右に置く組は傾きを鏡像にする。影は柔らかく広く（y10px／blur22px）。水平な写真を1枚も残さないのが条件で、同じ画面の正円や矩形の図と対比を作る。,水平の写真が1枚も無くなるので、記録写真がアーカイブでなくスナップ束に見える,".ph{border-radius:14px;box-shadow:0 10px 22px rgba(60,30,30,.12)}
.ph:nth-child(odd){transform:rotate(-4deg)}
.ph:nth-child(even){transform:rotate(3deg) translate(26px,-16px)}
.group:nth-child(2) .ph:nth-child(odd){transform:rotate(4deg)}
.group:nth-child(2) .ph:nth-child(even){transform:rotate(-3deg) translate(-26px,-16px)}",gallery voice features value,3,1,meisei-kg_s05
shape/oversized-clip,かたち,円や装飾を版面より大きくし、面や画面の縁で断つ,円や飾りは全体が収まるサイズにして丸ごと見せる／写真の上に長方形の半透明スクリムを敷く,版面の高さを超える大円で写真をマスクし、下辺だけ水平に直線カット。幅72px（画面の10%）の柱の中に直径280pxの円を置き、弧の一部だけを覗かせる。文字を読ませる霞ませレイヤーも長方形でなく画面幅108%の白い楕円1枚にして、四隅にだけ写真を濃く残す。草花の線画やスパークルもカード端・面の下辺で切り落とし、丸ごと見せない。,全体が見えない弧のほうが円そのものより大きさを想像させ、矩形のベタがけと違って四隅に写真の情報量が残る,"/* 大円で抜き、下辺だけ直線で断つ */
.photo{clip-path:circle(52% at 50% 42%)}
.photo img{clip-path:inset(0 0 22% 0)}
/* 細帯で巨大円を窓抜き */
.rail{position:absolute;inset:0 auto 0 0;width:10%;overflow:hidden;background:#e4e9f0}
.rail::after{content:"""";position:absolute;left:-140px;top:25px;width:280px;aspect-ratio:1;
             border-radius:50%;background:#12304c}
/* 矩形スクリムの代わりに画面幅級の楕円 */
section{position:relative;overflow:hidden}
section::before{content:'';position:absolute;left:-4%;top:-12%;width:108%;height:125%;
  border-radius:50%;background:rgba(255,255,255,.85);backdrop-filter:blur(4px);z-index:1}
section .inner{position:relative;z-index:2}
/* 装飾は面の縁で断つ */
.panel{position:relative;overflow:hidden}
.panel::after{content:"""";position:absolute;left:24px;bottom:-26px;width:60px;height:60px;
  background:url(sparkle.svg) center/contain no-repeat;opacity:.5}",hero value access features footer,3,2,yugao_s08 ogawa_s10 ogawa_s12 sho_hanamaru_s11 ikeda_s03 kobe-wu_s07
shape/paper-metaphor,かたち,セクションの器を紙の実物（ルーズリーフ・二つ折りパンフ）に見立てる,お知らせ一覧やスケジュールは白い角丸カードのグリッドで素直に並べる,①ルーズリーフ＝白い角丸パネルの左内側に直径7〜8pxの黒丸を26px間隔で12〜13個、上端から下端まで縦一列に打ち、右に縦罫1本を通してそこから右をコンテンツ領域にする。②二つ折り＝左右の白パネルを中央の折り目に向かって6度ずつ内側に倒し、折り目に縦のグラデ影、下端に落ち影を敷く。中の日付・イベント名ごと傾く。,「おたより」「配られた紙」という中身と器の形が一致し、枠線を1本も引かずに領域が確定して情報量の多さが苦にならない,"/* ①綴じ穴 */
.sheet{position:relative;background:#fff;border-radius:24px;
       box-shadow:0 14px 34px rgba(0,0,0,.08);padding-left:150px}
.sheet::before{content:'';position:absolute;left:26px;top:44px;bottom:26px;width:8px;
  background:radial-gradient(#111 3.5px,transparent 4px) 0 0/8px 26px repeat-y}
/* ②二つ折りの見開き */
.spread{perspective:1600px;display:flex}
.page-l{transform:rotateY(6deg);transform-origin:right center}
.page-r{transform:rotateY(-6deg);transform-origin:left center}
.gutter{width:18px;background:linear-gradient(90deg,rgba(0,0,0,.12),transparent 40%,transparent 60%,rgba(0,0,0,.12))}",news features access value price,3,2,meisei-es_s09 meisei-kg_s10 meikei_s05
shape/notch-index,かたち,カードの角を階段状に切り欠き、その凹みに番号を落とす,番号はカードの中の左上に置くか、カードの上に丸バッジで乗せる,カード左上を横22%・縦18%ほど四角く切り欠き、その白い凹みに「01」を入れる。切り欠きが本体と出会う内側の角だけを逆Rで丸め、書類のインデックスタブの形にする。番号がカードの外にも中にも属さない位置に座る。,順番の存在が数字でなく形そのもので分かるので、「STEP」の文字を足さずに手順として読める,".card{position:relative;background:var(--c);border-radius:14px;
       clip-path:polygon(22% 0,100% 0,100% 100%,0 100%,0 18%,22% 18%)}
.card::before{content:'';position:absolute;left:22%;top:18%;width:16px;height:16px;
              background:#fff;border-radius:0 0 0 16px}   /* 逆R */
.card .num{position:absolute;left:4px;top:2px;font-size:22px;line-height:1}",features value price,3,3,sho_gakken_s05
shape/organic-freeform,かたち,直角ゼロの自由曲線・ちぎり紙でヒーローを抜く,ファーストビューは画面幅いっぱいの長方形写真を敷く,上辺が左から右へゆるく持ち上がる弧、下辺がうねる曲線、左辺は斜めに落ちる——四隅とも直角が無い1枚のマスクにする。紙のコラージュに寄せるなら上辺を毛羽立った破れ紙の縁にし、輪郭の数px外側に同じ形の色ベタを版ズレのようにはみ出させる。SNS導線のような小物も、6つの有機シェイプを重ねた塊に置き換えるとナビと同じ視覚量の絵になる。,矩形をやめた瞬間に画面がWebでなく紙のコラージュになり、自然・こどもといった主題と形が一致する,"/* 固定幅なら path() が最短 */
.hero{clip-path:path('M0,72 C200,8 500,4 720,44 L720,300 C520,352 220,342 0,306 Z');overflow:hidden}
/* 可変幅は PNG/SVG マスク */
.hero img{-webkit-mask-image:url(tear-mask.png);mask-image:url(tear-mask.png);
          -webkit-mask-size:cover;mask-size:cover}
.hero .ghost{position:absolute;inset:0;background:#5f9c52;transform:translate(6px,10px);z-index:-1;
             mask-image:url(tear-mask.png);mask-size:cover}",hero value features footer,3,3,kase_s01 sho_peppy_s01 unico_s16
shape/real-diagram,かたち,説明カードをやめて、実物そのものの図に置き換える,アイコン＋見出し＋説明文の3カラムカードで機能や実績を並べる,「空き時間に足せる」は月〜土・13:00〜20:00の時間割表を実際に描き、部活と塾のブロックを行に揃えず（月は15:45開始、火は16:10開始…）配置する。実績は表でなく、県を角丸2pxの濃紺タイルに分解した日本地図を敷き、該当県のタイルの角に星形バッジを半分乗せる。証言は星の数でなく「開始」と「◯ヶ月後」の棒2本だけのグラフにし、y軸・目盛り・グリッド・凡例を全部落として基準線1本と数値ラベルだけにする。賑やかさを見せるなら写真1枚でなく、黒目地3pxの色面タイル7×6のビデオ通話グリッドにする。,数字や文章より「自分の週」「自分の県」に置き換えて読めるので、実績や証言が主観でなく事実として入る,"/* 時間割 */
.tt{display:grid;grid-template-columns:56px repeat(6,1fr);grid-auto-rows:26px}
.blk{grid-column:var(--d);grid-row:var(--s)/span var(--n);
     margin:var(--off,0) 6px 0;border-radius:10px;background:#fff;display:grid;place-items:center}
/* 棒2本だけのグラフ（軸・目盛り・凡例は作らない） */
.bars{display:flex;align-items:flex-end;justify-content:center;gap:48px;height:110px;border-bottom:1px solid #ddd}
.bar{width:56px;height:calc(var(--v)/600*100%);background:#2b8fd6}
/* 県タイル地図 */
.pref{position:absolute;background:#1b3b5f;color:#fff;font-size:9px;border-radius:2px;padding:2px 3px}
/* 通話タイル */
.tiles{display:grid;grid-template-columns:repeat(7,1fr);gap:3px;background:#000}
.tiles>*{aspect-ratio:16/10;background:var(--c)}",features value voice price,3,3,sho_atama_s08 sho_risu_s05 sho_kimini_s04 tanq_s01
shape/scallop,かたち,円の縁を波形（スカラップ／花形）にして「印」にする,バッジや周年ロゴは正円のリングか角丸の箱にする,外周を12〜16の小さな弧で波打たせた円。塗りベタのバッジは内側にさらに白い点線リングを1本入れ、写真の角に食い込ませて矩形を隠す。線だけの周年章は塗りなし・stroke1.2pxで写真を透かす。受け皿として使うときは上の円と縦に約40%重ね、2つの円を食い違わせて連ねる。,円が正円でないだけで「印・スタンプ」の記号性が出て、直線だらけの画面で唯一の有機的な輪郭になる,"<svg width=""0"" height=""0"" aria-hidden=""true""><clipPath id=""scallop"" clipPathUnits=""objectBoundingBox"">
<path d=""M0.500,0.082 A0.082,0.082 0 0 1 0.660,0.114 A0.082,0.082 0 0 1 0.796,0.204 A0.082,0.082 0 0 1 0.886,0.340 A0.082,0.082 0 0 1 0.918,0.500 A0.082,0.082 0 0 1 0.886,0.660 A0.082,0.082 0 0 1 0.796,0.796 A0.082,0.082 0 0 1 0.660,0.886 A0.082,0.082 0 0 1 0.500,0.918 A0.082,0.082 0 0 1 0.340,0.886 A0.082,0.082 0 0 1 0.204,0.796 A0.082,0.082 0 0 1 0.114,0.660 A0.082,0.082 0 0 1 0.082,0.500 A0.082,0.082 0 0 1 0.114,0.340 A0.082,0.082 0 0 1 0.204,0.204 A0.082,0.082 0 0 1 0.340,0.114 A0.082,0.082 0 0 1 0.500,0.082 Z""/>
</clipPath></svg>   <!-- 16山。12山なら谷半径0.397・弧半径0.103で同様に生成 -->
.badge{clip-path:url(#scallop);aspect-ratio:1;background:#5f8f74;color:#fff;
       position:relative;display:grid;place-content:center}
.badge::after{content:'';position:absolute;inset:10px;border:1px dashed rgba(255,255,255,.75);border-radius:50%}
.badge--overlap{margin-top:-38%;position:relative;z-index:1}   /* 上の円と4割重ねる */
.badge--onphoto{position:absolute;right:14%;bottom:-6%;z-index:2} /* 写真の角に食い込ませる */",hero features value voice price,3,3,linie_s01 linie_s03 musashino_s01
shape/radius-mismatch,かたち,器と中身で角丸をわざと揃えない,カードもボタンも強調枠も同じ角丸、または両方ピル型で揃える,クリーム色の表コンテナは角丸16pxなのに、自社行を囲む強調枠は角丸ゼロの直角。丸と角が同じ場所で衝突する。逆に半径20pxの大角丸カードの中でCTAだけ半径2pxのほぼ直角にする使い方も同じ原理で、ボタンだけが硬く見えて押せる要素として分離する。,形が揃っていないぶん後から足された異物として読め、色を強くしなくても強調が一段効く,".table{border-radius:16px;background:#fdf9ec;overflow:hidden}
.table .own{border-radius:0;outline:3px solid #ff5b8a;outline-offset:-3px}
.card{border-radius:20px}
.card .btn{border-radius:2px;background:#e8342a;color:#fff;padding:14px 30px;font-size:13px}",price cta features value,2,1,sho_globalcrown_s12 unico_s06
space/asymmetric-plane-start,余白,色面を画面幅いっぱいに敷かず、片側20%だけ地を残して非対称にする,背景色は left:0 から width:100% で画面幅いっぱいに敷く,odrive_s02=黒面の左辺が x=144px（画面幅の20%）に垂直に立ち、そこから右端まで断ち落とし。左20%は白のまま残り、上のカード列と左右非対称にずれて重なる。kobe-wu_s06=カラーオーバーレイのグリッドは左端x=0まで断ち落とし、右は x≈660 で終わる。その右の約60pxには色を乗せていない下地の背景写真（海と街並み）が縦帯状に覗き、グリッドが右にずれた層として見える。,面が画面の枠と一致しないので「敷いた背景」でなく「重なった層」に見え、残した帯が下の層への窓になる,".plane{background:linear-gradient(90deg,#f2f3f5 0 20%, #16181a 20% 100%)}
/* または面そのものをずらす */
.plane{margin-left:20%; width:80%}
/* 反対側に下地の層を覗かせる */
.sec{background:url(bg.jpg) center/cover}
.sec>.grid{width:92%; margin-left:0}   /* 右8%で下地が見える */",features value cta access,3,1,odrive_s02 kobe-wu_s06
space/bleed-one-side,余白,写真・パネルを片側だけ画面外へ抜き、内側の2隅だけ角丸にする,写真もパネルもコンテナ幅の内側に収め、四隅を同じ半径で丸めて中央寄せする,musashino_s12=写真が左辺x=0で角丸ゼロのまま切れ、右カラムのテキストだけがグリッドに乗る非対称。shoei_s08=写真が右端を越えて切れ、見えるのは左上・左下の半径24pxだけ、枠線なし＋淡い紫みの影。buddies_s03=右上の写真は右端で断って左2隅だけ28px、左下の写真は左端で断って右2隅だけ28pxの鏡像。odrive_s01=白いテキストカードが画面左辺に余白0で密着し、内側だけ28pxパディング。ogawa_s12=円写真の反復のうち上の1枚だけ右端で弧を切り、下の1枚は切れない完全な円のまま残す。,接する辺の角丸を0にすると「収まりきらなかった」でなく「画面に貼り付いている」に読め、版面を窮屈にせず写真を大きく使える,"figure{width:calc(50vw + 60px); margin-right:calc(50% - 50vw); border-radius:24px 0 0 24px; overflow:hidden; box-shadow:0 12px 30px rgba(80,70,120,.10)}
figure.to-left{margin-left:calc(50% - 50vw); margin-right:0; border-radius:0 24px 24px 0}
/* テキストカードを画面左辺に密着させる場合 */
.hero-card{margin-left:calc(50% - 50vw); max-width:440px; padding:22px 32px 20px; background:#fff; position:relative; z-index:2}
/* 反復のうち1枚だけ切る */
.ph{aspect-ratio:1; border-radius:50%; overflow:hidden; object-fit:cover}
.ph--cut{margin-right:-8vw} .ph--whole{margin:40px 12vw 0 auto; width:34%}
section{overflow:hidden}",hero features value voice member,3,1,musashino_s12 shoei_s08 buddies_s03 odrive_s01 ogawa_s12
space/chrome-not-a-band,余白,ヘッダー／固定CTAを帯にせず、画面の隅に貼った小板にする（接辺の角丸は0）,画面幅いっぱいの白ヘッダー帯を置きCTAはその内側に角丸ボタンで収める。固定CTAは画面下部の横長バー,buddies_s01=白い板が画面右上から始まり左下角だけ半径24pxで丸まる。橙のCTAは板の右端に食い込み、角丸ゼロのまま画面右端で断ち落とし。odrive_s01=右上隅に56×44pxの黒い正方形だけを余白0で貼り、ロゴは左上に密着、右辺に縦向きのSCROLL。帯状のヘッダーは作らない。peppy_s01=縦書きのタブ2本を右端に固定し、左角だけ12px、右角は0のまま画面外へ半分逃がす。,帯が全幅を横断しないので写真の上辺が広く残る。接辺の角丸を0にすると「画面に貼り付いた層」に見え、四隅の小板だけで画面の枠が示せる,"header{position:absolute; top:0; right:0; display:flex; background:#fff;
  border-radius:0 0 0 24px; overflow:hidden}
header .cta{background:#F28100; border-radius:0; padding:0 24px}
.menu-btn{position:absolute; top:0; right:0; width:56px; height:44px; background:#111}
.scroll{position:absolute; right:8px; bottom:70px; writing-mode:vertical-rl;
  font-size:9px; letter-spacing:.2em}
.sidetab{position:fixed; right:0; writing-mode:vertical-rl; border-radius:12px 0 0 12px;
  padding:16px 10px; color:#fff; font-size:13px; letter-spacing:.06em}
.sidetab.a{top:28%; background:#4caf50} .sidetab.b{top:52%; background:#f4511e}",hero cta footer,3,1,buddies_s01 odrive_s01 sho_peppy_s01
space/deco-only-bleeds,余白,本文は版面に収め、装飾レイヤーだけを画面外へ逃がす,挿絵やロゴは枠内に収め、全体が見えるよう余白を取って置く,buddies_s04=ベージュの線画がセクション上端で頭が切れ、筆記体ロゴは右端で末尾のsが切れる。写真と本文は内側に収まり装飾だけが外へ逃げる。novakid_s12=手描きリボンが画面左端で切れ、カード上辺に少し掛かる。meisei-kg_s15=一筆書きの線画を6個以上散らし、左端と右端の2個だけ半分に切る。novakid_s04=淡紫の破線の巨大円弧が左外から入って上端で切れる。buddies_s05=下端の線画は背景#faf9f7に対して#eee1c1、明度差3〜5%だけで沈めて切る。,切れた分だけ画面の外に世界が続いて見え、広い白地が「余った空白」でなく広がりとして読める,"section{position:relative; overflow:hidden}
.deco{position:absolute; z-index:0; pointer-events:none}
.deco--tr{top:-42px; right:-30px; width:min(48vw,420px); color:#dcc9a4}
.deco--l {left:-28px; top:118px; width:118px; transform:rotate(-8deg)}
.deco--ghost{bottom:-60px; left:8%; color:#eee1c1; opacity:.9}  /* 明度差3〜5% */
.arc{position:absolute; top:-260px; left:-220px; width:1100px; height:600px;
  border-radius:50%; border:1.5px dashed #cfc8f5;
  border-color:#cfc8f5 transparent transparent transparent}",hero features value voice footer,3,1,buddies_s04 sho_novakid_s12 meisei-kg_s15 sho_novakid_s04 buddies_s05
space/density-in-one-corner,余白,版面の9割を空け、密度を1点に沈める,要素を中央に寄せ、上下左右の余白を均等に取る,ogawa_s10=720×450の画面のうち文字は右下寄りの約130×70pxだけ。縦組みで中央でも上でもなく下1/3に沈め、「収穫時期：8月下旬」のメタだけ本文列から1列分離して左に置く。残りは白のまま、左辺に紺の大円が半分だけ入る。,密度を1点に集めるほど残りの白が「空き」でなく品として読める。均等な余白は空白を安く見せる,".sec{display:grid; min-height:100svh; place-items:end;
  padding-inline-end:28%; padding-block-end:34%}
.sec .body{writing-mode:vertical-rl; line-height:2.1; letter-spacing:.08em;
  font-size:13px; max-height:220px}
.sec .meta{margin-inline-start:24px}   /* メタだけ本文列から1列離す */",hero value voice access,3,1,ogawa_s10
